Date,Product,Quantity,Price
2024-02-27,Smartphone,19,241.03
2024-08-27,Tablet,23,61.4
2023-12-28,Tablet,47,589.62
2024-01-03,Smartwatch,12,608.22
2024-08-06,Laptop,38,162.8
2020-09-06,Fone de Ouvido,2,505.73
2023-12-15,Fone de Ouvido,10,230.03
2024-11-30,Laptop,44,436.42
2023-10-03,Smartwatch,44,427.09
2024-02-16,Smartphone,3,325.72
2023-01-14,Tablet,33,73.03
2021-09-05,Smartwatch,16,190.5
2020-02-14,Fone de Ouvido,23,510.29
2021-04-18,Smartphone,16,988.26
2024-07-18,Tablet,17,953.98
2023-02-18,Smartphone,45,936.22
2022-12-27,Smartphone,9,400.65
2022-10-08,Smartwatch,28,202.17
2020-08-29,Laptop,40,361.28
2024-04-25,Laptop,36,785.28
2020-03-31,Smartphone,10,762.53
2023-01-08,Smartwatch,3,93.57
2023-01-10,Laptop,25,649.01
2022-07-09,Smartphone,5,419.34
2022-10-04,Laptop,34,985.75
2020-12-05,Tablet,23,181.94
2020-01-12,Smartwatch,11,633.97
2020-02-29,Fone de Ouvido,43,99.39
2024-04-24,Tablet,40,350.19
2024-08-06,Fone de Ouvido,2,570.19
2022-07-20,Smartwatch,14,278.47
2020-11-10,Smartwatch,15,867.53
2023-01-07,Fone de Ouvido,9,742.68
2023-04-11,Tablet,29,60.18
2020-06-30,Fone de Ouvido,39,386.32
2021-04-11,Smartphone,27,879.49
2021-08-20,Laptop,35,11.8
2020-09-08,Fone de Ouvido,19,810.68
2023-04-26,Tablet,13,680.1
2024-08-09,Fone de Ouvido,45,94.75
2025-03-08,Smartphone,47,858.94
2023-11-24,Laptop,32,421.87
2020-02-07,Tablet,25,772.48
2021-07-11,Laptop,21,996.71
2021-04-26,Tablet,45,217.75
2022-08-25,Fone de Ouvido,1,561.52
2022-09-30,Laptop,31,61.49
2023-09-22,Tablet,3,353.28
2021-11-24,Smartwatch,16,467.29
2023-04-25,Tablet,26,517.85
2022-10-03,Tablet,40,406.93
2021-03-05,Fone de Ouvido,12,592.61
2021-09-25,Tablet,25,663.36
2024-10-06,Tablet,39,862.49
2021-04-13,Smartphone,1,127.1
2022-01-18,Smartphone,11,381.13
2020-06-28,Smartwatch,34,419.02
2025-02-02,Smartwatch,5,103.49
2022-04-29,Fone de Ouvido,4,552.98
2022-08-04,Smartphone,34,709.79
2023-05-29,Laptop,8,668.41
2024-07-11,Smartphone,49,240.79
2025-01-09,Laptop,27,574.15
2022-06-09,Fone de Ouvido,35,751.78
2021-11-08,Tablet,11,803.81
2022-01-26,Tablet,17,693.43
2020-06-27,Smartwatch,14,860.49
2020-06-24,Fone de Ouvido,48,214.22
2023-05-07,Smartwatch,33,449.69
2020-09-10,Laptop,32,911.4
2021-10-15,Fone de Ouvido,27,236.95
2024-04-29,Smartphone,20,195.06
2024-01-24,Fone de Ouvido,31,812.25
2022-06-04,Fone de Ouvido,20,301.89
2020-05-21,Laptop,6,33.23
2022-07-06,Tablet,47,146.6
2020-07-11,Fone de Ouvido,11,652.66
2023-07-29,Tablet,24,299.14
2021-01-04,Tablet,8,571.26
2022-01-06,Fone de Ouvido,32,385.65
2020-08-15,Laptop,36,180.05
2023-07-02,Fone de Ouvido,32,695.81
2020-12-27,Smartwatch,5,609.46
2023-11-23,Smartphone,42,341.89
2024-04-04,Laptop,20,650.22
2021-01-06,Tablet,30,879.18
2023-11-02,Smartwatch,9,890.25
2023-03-30,Fone de Ouvido,22,328.24
2023-10-16,Smartphone,15,852.18
2021-07-16,Smartphone,42,259.19
2021-03-20,Smartwatch,40,945.31
2023-02-09,Smartwatch,6,823.75
2021-08-26,Fone de Ouvido,33,645.67
2022-02-27,Fone de Ouvido,11,293.65
2023-03-13,Smartphone,35,851.34
2021-11-05,Tablet,36,326.67
2023-06-12,Laptop,34,32.29
2021-09-26,Smartphone,17,18.33
2023-12-05,Fone de Ouvido,47,307.92
2020-11-26,Fone de Ouvido,45,966.01
2022-03-06,Fone de Ouvido,34,802.88
2021-06-23,Smartwatch,2,29.25
2020-09-14,Smartwatch,48,658.99
2022-03-22,Smartwatch,24,850.16
2023-12-30,Smartphone,12,15.91
2024-10-29,Tablet,29,952.04
2020-05-22,Fone de Ouvido,27,563.81
2020-10-13,Smartphone,5,276.09
2022-02-09,Smartwatch,50,265.4
2021-07-23,Fone de Ouvido,2,457.12
2023-12-19,Smartphone,13,905.02
2021-08-15,Smartphone,8,242.72
2023-07-12,Laptop,27,551.22
2020-02-19,Tablet,21,610.35
2023-12-09,Tablet,49,897.12
2023-10-03,Smartwatch,5,201.05
2020-01-02,Fone de Ouvido,28,485.93
2022-09-11,Laptop,9,964.62
2024-03-15,Laptop,8,835.01
2022-06-06,Tablet,18,863.57
2023-12-11,Smartwatch,8,540.02
2023-07-07,Fone de Ouvido,20,866.47
2020-05-21,Smartwatch,27,18.0
2021-03-06,Laptop,49,932.91
2024-12-01,Smartphone,26,50.78
2021-08-05,Smartphone,21,825.05
2020-07-16,Fone de Ouvido,35,966.33
2024-02-17,Laptop,30,665.16
2020-08-22,Smartphone,41,957.02
2020-01-26,Laptop,23,550.59
2024-06-11,Laptop,16,756.48
2020-04-27,Smartwatch,37,731.51
2022-12-21,Smartwatch,49,717.27
2022-10-31,Tablet,38,381.89
2021-07-17,Fone de Ouvido,32,177.21
2023-09-24,Smartphone,47,16.35
2020-02-23,Laptop,27,723.01
2020-12-19,Smartphone,45,456.28
2023-04-18,Smartwatch,19,889.1
2020-06-14,Fone de Ouvido,21,714.84
2020-09-19,Fone de Ouvido,46,169.34
2024-10-25,Tablet,27,697.92
2024-02-04,Tablet,33,404.78
2020-03-26,Smartphone,21,603.59
2024-02-15,Tablet,32,937.58
2022-07-31,Smartwatch,7,566.92
2025-02-08,Smartphone,8,670.11
2025-01-15,Smartwatch,24,689.12
2021-11-02,Tablet,19,472.25
2024-07-05,Laptop,17,116.07
2021-06-09,Smartphone,8,403.45
2024-05-17,Fone de Ouvido,19,845.12
2023-06-17,Laptop,11,596.68
2021-12-23,Tablet,2,40.07
2022-09-19,Fone de Ouvido,45,605.97
2020-09-05,Smartphone,13,100.71
2024-02-08,Tablet,27,374.12
2022-04-28,Fone de Ouvido,4,939.03
2020-06-07,Smartwatch,1,149.74
2021-07-06,Fone de Ouvido,23,721.56
2023-12-26,Smartwatch,16,835.53
2022-02-03,Smartwatch,6,527.35
2024-07-30,Laptop,27,388.32
2021-03-06,Laptop,46,743.15
2023-04-04,Smartwatch,22,994.93
2020-05-30,Fone de Ouvido,48,970.51
2025-01-26,Smartphone,36,703.72
2020-02-28,Fone de Ouvido,18,431.74
2021-03-27,Fone de Ouvido,12,377.76
2022-02-25,Smartwatch,40,983.7
2024-01-06,Smartphone,33,286.03
2022-12-12,Smartwatch,34,638.9
2022-05-29,Laptop,6,917.56
2021-12-24,Smartwatch,28,641.54
2024-02-11,Smartphone,40,534.36
2024-11-12,Tablet,47,293.56
2021-12-14,Smartphone,34,339.29
2023-09-24,Fone de Ouvido,50,325.15
2020-03-05,Smartwatch,49,533.58
2020-07-24,Smartphone,30,156.34
2024-11-06,Fone de Ouvido,8,638.23
2024-10-14,Fone de Ouvido,5,469.74
2024-08-26,Smartphone,27,775.25
2020-05-19,Fone de Ouvido,29,127.23
2022-08-08,Tablet,10,248.43
2021-03-23,Fone de Ouvido,40,966.4
2022-06-13,Smartphone,18,528.43
2021-07-27,Smartphone,33,281.45
2020-07-17,Tablet,14,335.92
2023-04-03,Fone de Ouvido,48,348.64
2023-12-26,Fone de Ouvido,26,185.3
2022-07-23,Fone de Ouvido,18,781.57
2020-08-26,Fone de Ouvido,8,894.66
2025-02-26,Smartphone,17,682.44
2023-05-07,Smartwatch,13,66.42
2023-08-29,Smartwatch,11,57.82
2022-09-10,Fone de Ouvido,50,677.42
2025-02-05,Fone de Ouvido,41,710.73
2021-02-28,Fone de Ouvido,16,996.42
2023-02-24,Fone de Ouvido,41,335.24
2024-07-30,Smartphone,17,192.14
2021-05-10,Fone de Ouvido,49,113.33
2020-12-09,Laptop,38,627.49
2022-05-24,Tablet,11,78.67
2024-06-17,Smartphone,8,515.12
2022-04-11,Fone de Ouvido,38,857.1
2024-06-13,Smartphone,6,156.23
2023-04-26,Fone de Ouvido,23,903.82
2024-03-16,Fone de Ouvido,11,783.34
2022-08-15,Fone de Ouvido,25,393.99
2022-01-22,Fone de Ouvido,18,496.19
2024-12-24,Laptop,34,954.43
2020-07-25,Smartphone,21,319.91
2022-11-05,Fone de Ouvido,15,255.3
2023-04-30,Smartwatch,11,284.86
2024-10-11,Laptop,5,425.29
2020-01-29,Laptop,11,768.67
2021-10-07,Laptop,36,366.31
2021-06-26,Laptop,31,761.36
2022-08-06,Smartwatch,42,256.89
2021-03-23,Tablet,44,19.38
2020-08-21,Smartwatch,18,296.39
2024-11-05,Laptop,6,60.99
2023-04-24,Laptop,22,955.18
2023-08-18,Tablet,22,214.1
2023-08-05,Smartwatch,3,750.06
2020-05-17,Laptop,19,781.47
2024-04-01,Smartwatch,38,457.5
2021-07-01,Laptop,47,392.02
2025-01-01,Fone de Ouvido,7,246.73
2024-10-31,Smartwatch,32,377.63
2024-03-10,Smartphone,50,247.76
2022-07-18,Smartwatch,26,879.35
2021-06-14,Tablet,31,650.35
2023-05-08,Tablet,48,608.94
2024-04-17,Smartphone,12,362.68
2024-11-27,Laptop,38,350.37
2021-02-08,Tablet,15,909.58
2024-11-05,Smartwatch,21,204.69
2022-09-12,Tablet,32,256.72
2023-12-12,Smartphone,50,352.15
2020-06-29,Tablet,24,577.38
2023-10-14,Tablet,7,924.5
2020-11-03,Laptop,35,638.12
2021-07-13,Fone de Ouvido,47,90.99
2022-08-10,Tablet,13,832.36
2021-08-03,Smartphone,1,53.64
2023-03-18,Fone de Ouvido,3,722.2
2024-10-25,Laptop,29,672.79
2021-07-04,Smartwatch,20,339.36
2023-09-06,Smartwatch,18,204.1
2022-02-23,Fone de Ouvido,3,514.63
2022-06-16,Fone de Ouvido,4,482.96
2024-06-01,Fone de Ouvido,38,616.41
2023-04-07,Fone de Ouvido,37,307.29
2024-04-15,Fone de Ouvido,46,502.42
2023-03-20,Smartwatch,6,648.39
2024-04-26,Smartphone,3,289.58
2023-08-02,Smartphone,28,274.83
2021-11-29,Smartwatch,28,760.87
2024-04-17,Smartphone,15,658.24
2022-05-07,Smartwatch,30,540.54
2024-09-12,Fone de Ouvido,28,195.3
2021-03-10,Laptop,42,246.27
2023-09-07,Laptop,30,126.81
2020-05-04,Tablet,39,315.64
2023-09-09,Smartwatch,21,910.33
2021-02-02,Fone de Ouvido,13,582.91
2021-09-10,Tablet,19,821.61
2022-04-11,Fone de Ouvido,25,928.89
2024-11-27,Smartphone,18,782.88
2020-01-14,Smartwatch,45,910.35
2023-01-08,Laptop,46,867.84
2024-07-17,Smartphone,7,490.52
2021-05-22,Fone de Ouvido,48,743.64
2021-04-14,Smartphone,47,739.34
2021-09-30,Smartphone,13,914.56
2024-12-11,Smartwatch,26,438.36
2020-07-28,Fone de Ouvido,44,507.35
2022-03-05,Tablet,35,24.25
2024-10-30,Tablet,18,751.23
2024-08-23,Tablet,43,946.87
2025-01-24,Laptop,33,542.76
2021-11-20,Smartphone,11,94.23
2024-10-11,Smartphone,36,674.23
2022-05-26,Smartphone,20,238.64
2023-03-17,Laptop,1,592.18
2022-09-04,Smartwatch,50,184.67
2022-06-20,Fone de Ouvido,20,959.62
2024-06-04,Smartphone,35,421.67
2021-05-30,Smartphone,12,490.31
2022-06-10,Fone de Ouvido,17,316.94
2025-02-23,Smartwatch,50,181.73
2022-09-17,Smartwatch,29,959.29
2020-04-01,Fone de Ouvido,34,874.08
2024-02-16,Smartphone,21,918.58
2021-02-13,Fone de Ouvido,22,735.21
2024-05-12,Smartwatch,35,345.2
2021-10-18,Smartphone,20,61.63
2022-03-02,Laptop,19,364.16
2024-01-26,Fone de Ouvido,40,891.95
2020-06-07,Tablet,44,924.65
2023-05-19,Tablet,23,21.96
2025-03-06,Tablet,48,447.05
2021-04-14,Smartphone,45,757.06
2023-12-07,Fone de Ouvido,41,763.27
2022-06-27,Fone de Ouvido,29,642.68
2022-03-02,Smartwatch,23,539.67
2020-10-30,Smartwatch,8,23.97
2023-09-01,Tablet,15,567.47
2023-03-09,Smartwatch,21,138.17
2022-02-14,Smartphone,31,25.09
2022-02-12,Laptop,46,44.34
2024-08-30,Tablet,18,693.46
2022-08-20,Fone de Ouvido,33,730.07
2024-07-11,Smartwatch,1,441.71
2020-04-01,Smartwatch,40,983.02
2021-08-22,Smartphone,29,567.95
2021-08-16,Tablet,30,877.1
2023-12-31,Tablet,49,560.13
2020-09-02,Fone de Ouvido,9,455.81
2023-07-31,Tablet,24,805.98
2024-08-04,Tablet,46,20.63
2025-01-07,Smartphone,48,259.45
2024-10-21,Fone de Ouvido,38,254.57
2021-03-18,Smartwatch,17,171.39
2022-09-14,Smartwatch,41,249.75
2022-11-21,Fone de Ouvido,23,413.6
2020-04-01,Smartwatch,43,779.9
2024-09-13,Smartwatch,3,622.22
2024-07-31,Laptop,49,825.34
2023-09-25,Smartphone,19,747.34
2020-02-17,Fone de Ouvido,6,663.05
2024-05-19,Smartphone,22,250.4
2020-12-18,Fone de Ouvido,21,97.33
2020-07-02,Fone de Ouvido,48,736.89
2020-09-30,Smartwatch,8,959.86
2024-09-06,Smartwatch,10,486.38
2022-07-16,Tablet,38,942.71
2021-09-04,Fone de Ouvido,29,536.28
2023-05-03,Smartwatch,40,690.77
2020-06-20,Smartphone,29,200.55
2023-09-01,Smartwatch,37,397.48
2021-07-15,Laptop,1,74.56
2024-05-06,Fone de Ouvido,47,988.82
2024-10-26,Smartwatch,24,75.79
2023-10-09,Smartwatch,14,842.16
2021-09-02,Fone de Ouvido,24,822.68
2022-10-31,Smartphone,45,499.44
2020-06-03,Smartphone,5,389.12
2024-07-23,Laptop,48,501.54
2021-11-01,Fone de Ouvido,33,707.34
2020-04-07,Fone de Ouvido,35,129.74
2022-06-08,Tablet,48,964.44
2024-06-06,Smartphone,12,382.09
2022-04-02,Fone de Ouvido,12,131.44
2020-09-06,Smartwatch,10,78.22
2023-09-02,Smartwatch,47,210.97
2021-12-14,Smartphone,14,442.83
2021-05-17,Smartwatch,32,73.49
2024-02-12,Fone de Ouvido,47,603.16
2023-12-08,Laptop,1,28.39
2025-02-10,Fone de Ouvido,50,902.45
2025-03-25,Smartwatch,21,666.59
2022-11-23,Tablet,45,247.38
2024-05-09,Fone de Ouvido,38,766.16
2020-02-16,Smartphone,8,344.31
2022-12-15,Smartwatch,46,201.17
2022-01-01,Smartwatch,25,586.97
2023-05-17,Fone de Ouvido,6,97.76
2021-04-04,Tablet,34,460.96
2021-01-11,Laptop,40,733.65
2024-04-07,Smartphone,22,615.53
2020-08-31,Fone de Ouvido,50,529.61
2021-04-04,Laptop,16,650.38
2023-02-03,Laptop,24,292.48
2022-11-06,Smartwatch,38,287.62
2023-02-17,Tablet,49,311.1
2025-02-07,Tablet,31,997.78
2020-08-10,Fone de Ouvido,50,504.62
2020-10-10,Laptop,42,21.22
2021-08-05,Fone de Ouvido,49,796.26
2021-02-26,Tablet,48,515.99
2024-03-09,Laptop,5,562.29
2021-05-13,Tablet,19,840.79
2023-06-13,Fone de Ouvido,10,425.75
2025-01-28,Smartwatch,21,670.27
2021-07-01,Fone de Ouvido,26,44.67
2024-08-10,Smartphone,38,588.51
2023-04-10,Fone de Ouvido,16,848.84
2020-12-01,Fone de Ouvido,21,879.97
2020-10-15,Tablet,15,280.32
2020-12-03,Tablet,48,241.79
2021-05-22,Smartwatch,27,498.83
2023-04-02,Smartphone,30,736.02
2024-01-11,Smartphone,44,865.52
2020-12-16,Laptop,31,468.48
2021-11-03,Laptop,32,630.79
2024-10-24,Fone de Ouvido,10,418.82
2024-10-12,Tablet,43,231.92
2023-10-29,Smartwatch,29,604.7
2023-09-11,Laptop,22,675.08
2022-05-13,Tablet,27,479.76
2024-10-27,Tablet,21,485.6
2023-01-05,Fone de Ouvido,49,173.74
2024-10-22,Laptop,26,896.84
2021-11-27,Tablet,22,295.9
2022-01-06,Smartphone,9,16.49
2021-06-24,Smartwatch,18,370.07
2024-07-26,Laptop,21,84.83
2024-01-08,Fone de Ouvido,10,895.67
2021-01-05,Tablet,6,577.36
2024-06-13,Smartwatch,25,508.44
2023-03-17,Smartphone,21,244.47
2024-09-17,Laptop,12,101.04
2021-05-04,Tablet,48,595.23
2022-04-19,Tablet,30,580.52
2024-09-25,Fone de Ouvido,45,664.03
2022-11-05,Tablet,10,650.18
2022-11-03,Fone de Ouvido,40,503.01
2025-01-25,Laptop,8,253.87
2025-01-22,Tablet,23,106.84
2024-03-06,Tablet,41,88.93
2022-04-09,Tablet,27,381.99
2022-01-28,Smartphone,20,305.5
2023-02-21,Smartwatch,15,600.22
2020-07-30,Tablet,44,117.03
2024-01-12,Smartphone,38,785.98
2021-06-04,Fone de Ouvido,16,19.7
2020-09-01,Smartwatch,32,815.33
2024-06-30,Smartphone,45,692.97
2023-10-27,Laptop,50,565.4
2021-11-17,Fone de Ouvido,13,788.81
2021-10-18,Tablet,40,575.05
2023-12-31,Tablet,21,484.48
2020-11-11,Tablet,33,772.05
2022-10-09,Smartphone,48,615.75
2023-01-14,Smartphone,18,325.13
2025-02-14,Fone de Ouvido,39,149.05
2024-04-02,Fone de Ouvido,31,186.95
2020-05-31,Fone de Ouvido,46,637.35
2024-12-07,Smartwatch,34,102.81
2020-03-06,Smartphone,46,735.55
2020-09-21,Smartphone,44,367.72
2025-01-02,Fone de Ouvido,6,117.34
2020-12-19,Smartphone,40,172.21
2022-03-13,Laptop,11,636.01
2022-09-11,Fone de Ouvido,24,41.8
2023-07-29,Smartphone,26,388.32
2020-08-10,Laptop,48,162.17
2022-04-07,Tablet,20,701.76
2020-12-28,Fone de Ouvido,34,359.95
2023-10-06,Fone de Ouvido,50,243.92
2024-04-11,Tablet,36,262.35
2024-07-24,Smartphone,21,516.41
2024-11-30,Tablet,33,514.39
2022-12-02,Laptop,32,180.72
2023-09-18,Smartphone,36,190.48
2024-12-21,Tablet,46,420.28
2020-10-25,Tablet,10,131.27
2020-03-02,Fone de Ouvido,33,507.15
2021-07-05,Smartwatch,14,459.18
2022-09-25,Laptop,20,908.98
2021-03-27,Fone de Ouvido,50,284.4
2025-03-12,Laptop,38,467.24
2021-02-03,Smartwatch,4,401.17
2024-12-26,Smartwatch,3,854.65
2021-05-30,Fone de Ouvido,16,26.45
2022-07-14,Smartphone,22,212.19
2023-08-01,Fone de Ouvido,2,76.64
2024-10-23,Tablet,42,855.12
2020-10-04,Tablet,16,730.64
2024-08-16,Laptop,19,600.39
2020-10-13,Smartphone,48,994.21
2025-02-08,Fone de Ouvido,6,676.18
2020-09-12,Fone de Ouvido,2,419.29
2022-11-18,Smartphone,33,639.44
2023-06-23,Fone de Ouvido,45,535.01
2023-05-14,Smartwatch,12,506.89
2020-02-26,Tablet,37,207.07
2020-02-03,Laptop,14,711.94
2022-01-27,Smartwatch,24,80.78
2020-05-13,Smartphone,5,129.33
2024-10-29,Laptop,40,670.03
2020-07-19,Laptop,49,966.5
2023-02-01,Smartphone,13,512.84
2021-03-31,Smartwatch,23,431.37
2024-02-16,Smartphone,19,890.65
2022-09-06,Tablet,2,825.64
2022-11-21,Fone de Ouvido,9,142.66
2021-05-20,Smartphone,10,539.92
2023-01-24,Smartphone,46,844.0
2024-04-08,Laptop,21,916.42
2024-05-15,Smartwatch,47,427.17
2020-08-06,Fone de Ouvido,15,843.38
2024-07-29,Smartphone,16,559.49
2021-07-04,Laptop,31,825.55
2023-03-25,Smartphone,41,53.84
2020-07-31,Laptop,18,415.96
2020-09-24,Laptop,9,425.91
2024-05-23,Smartwatch,44,321.02
2021-11-10,Smartphone,40,222.32
2022-03-11,Laptop,14,873.34
2023-11-28,Tablet,29,31.55
2024-03-01,Laptop,18,939.8
2021-02-27,Laptop,22,162.61
2022-05-05,Smartwatch,22,113.19
2020-06-09,Smartwatch,42,191.57
2023-12-04,Smartphone,39,576.4
2022-08-04,Tablet,6,49.57
2024-06-09,Laptop,18,252.1
2023-08-05,Fone de Ouvido,44,645.19
2020-07-22,Laptop,16,509.65
2021-08-16,Smartphone,8,464.92
2023-07-28,Tablet,38,499.7
2021-12-12,Smartphone,43,563.56
2023-03-14,Fone de Ouvido,20,576.3
2020-10-07,Fone de Ouvido,22,215.3
2022-07-14,Fone de Ouvido,48,474.35
2021-08-21,Laptop,15,37.47
2020-02-27,Tablet,1,503.01
2022-03-15,Tablet,22,759.14
2021-10-13,Smartphone,10,852.37
2023-10-12,Fone de Ouvido,38,775.51
2023-01-29,Laptop,2,832.84
2022-03-20,Fone de Ouvido,41,570.65
2024-05-10,Tablet,10,588.44
2021-01-10,Laptop,36,889.39
2021-02-04,Smartphone,22,820.99
2021-04-02,Tablet,4,265.3
2021-12-13,Smartphone,18,999.84
2021-09-14,Tablet,41,110.29
2021-04-24,Fone de Ouvido,23,338.8
2025-01-08,Laptop,41,965.15
2023-01-15,Tablet,21,904.93
2022-12-14,Smartwatch,30,903.18
2022-02-04,Smartphone,37,86.35
2020-10-04,Fone de Ouvido,33,756.52
2020-03-24,Smartwatch,22,993.12
2024-03-28,Smartphone,15,319.54
2023-05-11,Fone de Ouvido,39,920.82
2020-06-23,Smartwatch,27,141.33
2020-03-15,Laptop,3,544.31
2021-12-18,Tablet,21,571.69
2021-01-02,Smartwatch,24,518.43
2024-04-05,Laptop,10,519.61
2023-01-24,Tablet,19,407.09
2022-04-25,Smartphone,47,56.33
2023-02-09,Laptop,46,722.61
2025-01-10,Fone de Ouvido,43,136.09
2024-11-04,Fone de Ouvido,8,208.06
2024-04-16,Smartphone,46,79.05
2021-01-11,Tablet,4,446.59
2022-01-17,Laptop,39,547.27
2024-03-22,Laptop,3,283.03
2022-02-08,Tablet,15,52.14
2022-08-05,Tablet,11,777.1
2020-03-10,Laptop,12,661.13
2024-11-11,Tablet,13,119.14
2020-06-08,Smartphone,1,811.4
2021-01-13,Smartphone,28,704.38
2022-07-06,Fone de Ouvido,35,737.78
2023-07-15,Smartwatch,4,345.34
2023-08-20,Tablet,12,891.99
2020-04-20,Fone de Ouvido,25,579.24
2024-12-13,Tablet,34,210.97
2025-03-24,Tablet,16,519.68
2024-11-26,Smartphone,32,81.67
2024-06-26,Fone de Ouvido,39,326.68
2020-05-09,Smartwatch,1,41.86
2020-01-11,Laptop,13,24.88
2024-07-27,Smartwatch,17,857.38
2020-10-04,Tablet,33,205.51
2020-09-15,Laptop,16,301.86
2020-12-03,Smartwatch,50,606.17
2022-07-06,Tablet,4,424.85
2021-01-18,Laptop,37,153.93
2023-11-01,Smartwatch,26,764.44
2022-01-16,Smartphone,27,621.58
2022-05-11,Smartwatch,36,592.51
2022-07-31,Smartwatch,14,602.0
2023-06-15,Smartphone,30,966.08
2023-01-18,Smartphone,45,740.19
2023-08-24,Smartphone,41,19.69
2022-06-02,Tablet,38,655.11
2023-12-31,Smartwatch,37,555.09
2022-09-27,Smartwatch,38,479.78
2024-08-10,Fone de Ouvido,45,364.04
2024-05-03,Laptop,15,351.22
2021-07-05,Fone de Ouvido,17,402.91
2021-12-13,Fone de Ouvido,36,466.36
2025-02-18,Smartphone,33,73.65
2021-03-27,Fone de Ouvido,37,578.15
2021-04-02,Tablet,40,942.82
2021-09-23,Tablet,50,536.92
2020-07-10,Tablet,28,770.1
2020-10-19,Tablet,50,344.74
2021-09-10,Smartphone,10,672.06
2020-04-14,Smartphone,23,20.86
2020-06-02,Tablet,31,417.68
2021-06-17,Fone de Ouvido,4,399.52
2022-04-26,Tablet,32,857.62
2023-04-30,Smartwatch,35,832.12
2020-12-22,Tablet,36,358.93
2020-04-08,Fone de Ouvido,10,652.39
2024-10-20,Fone de Ouvido,50,889.72
2024-08-31,Smartphone,22,922.52
2022-05-02,Smartphone,18,466.44
2023-11-13,Smartphone,1,293.19
2023-12-23,Smartphone,45,726.32
2021-01-31,Fone de Ouvido,16,781.64
2023-12-06,Laptop,12,304.82
2022-12-06,Laptop,42,994.09
2024-05-11,Laptop,47,678.09
2024-06-19,Tablet,34,139.56
2021-11-26,Fone de Ouvido,43,893.63
2020-05-26,Smartwatch,24,153.77
2020-12-15,Tablet,22,177.31
2022-11-24,Tablet,35,78.23
2022-10-03,Tablet,28,926.82
2022-08-07,Smartphone,39,277.22
2022-04-20,Laptop,13,753.3
2024-05-18,Smartphone,9,605.1
2024-04-09,Smartphone,3,382.45
2020-08-05,Smartwatch,43,66.9
2021-02-06,Smartwatch,50,438.87
2024-11-06,Laptop,11,356.27
2023-08-13,Laptop,5,987.07
2023-01-28,Laptop,19,446.85
2023-07-04,Smartphone,26,436.35
2023-10-26,Smartphone,5,653.87
2025-03-25,Laptop,45,530.35
2023-11-10,Tablet,35,277.17
2022-02-01,Smartphone,7,908.09
2022-09-03,Smartwatch,47,545.47
2023-11-02,Laptop,22,735.52
2024-10-13,Smartwatch,14,293.63
2023-04-01,Laptop,29,747.79
2021-07-21,Smartwatch,12,858.73
2024-09-06,Tablet,8,416.62
2022-12-07,Smartwatch,37,167.29
2021-02-21,Fone de Ouvido,8,411.83
2024-03-11,Fone de Ouvido,3,209.82
2022-08-15,Smartphone,12,431.0
2024-06-27,Tablet,39,801.48
2022-04-29,Tablet,1,423.87
2021-11-16,Smartwatch,20,337.63
2020-01-12,Fone de Ouvido,27,464.7
2021-06-03,Smartphone,40,577.13
2022-01-25,Fone de Ouvido,40,257.77
2023-07-28,Laptop,14,68.77
2022-07-21,Laptop,2,372.39
2024-08-25,Smartwatch,29,741.28
2022-12-15,Fone de Ouvido,35,631.16
2021-04-05,Smartwatch,38,470.66
2023-11-27,Smartphone,23,53.88
2024-09-14,Laptop,24,520.9
2023-06-12,Laptop,11,619.27
2023-03-16,Smartwatch,6,482.11
2025-03-16,Fone de Ouvido,42,577.99
2021-05-14,Smartphone,15,658.94
2020-03-21,Smartphone,39,190.09
2020-10-22,Smartphone,17,804.32
2024-04-17,Smartwatch,41,680.02
2020-01-22,Smartphone,49,579.82
2023-03-31,Smartphone,20,551.82
2023-06-17,Smartphone,22,241.09
2021-12-07,Laptop,34,615.44
2025-01-06,Fone de Ouvido,13,454.65
2024-11-21,Smartwatch,42,664.71
2023-10-23,Laptop,49,866.5
2023-03-14,Tablet,47,417.69
2020-09-16,Smartwatch,4,44.85
2023-11-20,Fone de Ouvido,34,633.63
2024-09-03,Laptop,21,735.19
2022-04-18,Smartwatch,8,681.53
2020-05-09,Smartwatch,1,197.42
2025-02-22,Tablet,39,381.08
2022-11-20,Tablet,41,83.25
2021-06-05,Tablet,33,147.61
2023-02-16,Fone de Ouvido,32,221.56
2023-05-15,Smartwatch,2,671.68
2021-01-20,Fone de Ouvido,21,710.64
2023-04-30,Laptop,35,543.74
2022-01-25,Tablet,28,363.64
2022-08-05,Fone de Ouvido,50,326.33
2022-04-20,Smartwatch,34,756.75
2024-04-22,Smartwatch,4,378.36
2020-10-18,Tablet,22,804.84
2020-10-10,Smartwatch,11,551.24
2024-12-07,Laptop,26,485.47
2023-07-08,Smartwatch,49,610.67
2021-04-22,Tablet,11,92.38
2021-09-17,Tablet,29,451.26
2023-02-04,Smartwatch,47,555.56
2023-01-15,Smartphone,31,620.65
2023-02-05,Tablet,45,806.73
2022-05-25,Laptop,28,595.33
2025-01-26,Laptop,19,438.16
2020-05-15,Laptop,7,983.21
2024-07-25,Laptop,45,990.57
2024-03-01,Smartwatch,42,639.58
2023-03-25,Fone de Ouvido,31,43.03
2022-09-28,Tablet,40,730.79
2020-12-07,Smartwatch,17,897.1
2025-02-17,Tablet,9,278.54
2021-11-01,Smartphone,30,327.78
2024-12-14,Fone de Ouvido,32,284.21
